Zip;City;Country;Street;StreetType;StreetNo;StreetCodeSupplement;Building;Stairway;Door;Floor;LandRegistryNumber;RecdAt;SN;Brand;Model;Installed
8956;Debrecen, Károli Gáspár utca 414, 4032, Hajdú-Bihar vármegye, Magyarország;HU;Debrecen, Károli Gáspár utca 414, 4032, Hajdú-Bihar vármegye, Magyarország;;;;;;;;;2026.02.17. 17:00;A112500118830013;Solinteg;MHT-5K-25;2026.02.17.
8956;Budapest, Szepesség utca 8, 1201, Magyarország;HU;Budapest, Szepesség utca 8, 1201, Magyarország;;;;;;;;;2026.02.17. 16:30;A112500110130013;Solinteg;MHT-5K-25;2026.02.17.
8956;Székesfehérvár, Keszegfalvi Köz 3, 8000, Fejér, Hungary;HU;Székesfehérvár, Keszegfalvi Köz 3, 8000, Fejér, Hungary;;;;;;;;;2026.02.17. 16:00;A112500149430045;Solinteg;MHT-10K-25;2026.02.17.
6041;Kerekegyháza;HU;Széchenyi;utca;;;160.;;;;1119;2026.02.17. 15:42;6T2329002341;Ener-Aid;SUN2000-50KTL-M3;2025.12.15.
6050;Lajosmizse;HU;Ceglédi;út;;;77.;;;;0275/5;2026.02.17. 15:42;6T2349035586;Ener-Aid;SUN2000-50KTL-M3;2025.04.22.
8956;Dány, Szent István utca 48, 2118, Pest vármegye, Magyarország;HU;Dány, Szent István utca 48, 2118, Pest vármegye, Magyarország;;;;;;;;;2026.02.17. 14:00;A112500128532045;Solinteg;MHT-50K-100;2026.02.17.
8956;Biatorbágy, Forrás Utca 20, 2051, Pest, Hungary;HU;Biatorbágy, Forrás Utca 20, 2051, Pest, Hungary;;;;;;;;;2026.02.17. 12:00;A112500112230045;Solinteg;MHT-10K-25;2026.02.17.
0000;Nyúl;HU;nyúl;;;;;;;;;2026.02.17. 03:21;ST60006012180239;Solplanet;ASW6K-LT;2022.10.20.
0000;Zalaszentgrot;HU;unknow;;;;;;;;;2026.02.17. 03:21;SZ00086022240182;Solplanet;ASW8K-LT-G2;2022.11.03.
0000;unknow;HU;Oroshaza, Bekes, Hungary;;;;;;;;;2026.02.17. 03:21;SZ00106022260208;Solplanet;ASW10K-LT-G2;2022.11.29.
0000;unknow;HU;Hercegszántó Bacs-Kiskun, Hungary;;;;;;;;;2026.02.17. 03:21;SP00106032270096;Solplanet;ASW10K-LT-G2 Pro;2023.05.23.
0000;unknow;HU;2030 Érd Zólyomi utca 31;;;;;;;;;2026.02.17. 03:21;OE012K60U2440008;Solplanet;ASW12kH-T2;2026.02.16.
0000;Szolnok;HU;Szolnok, Jasz-Nagykun-Szolnok, Hungary;;;;;;;;;2026.02.17. 03:21;SP00106032250577;Solplanet;ASW10K-LT-G2;2023.02.07.
0000;unknow;HU;S?regi János utca 12.;;;;;;;;;2026.02.17. 03:21;OE500060Y24A0026;Solplanet;ASW05kH-T2;2025.04.30.
0000;Szeged;HU;Sándorfalva Kölcsey u. 59.;;;;;;;;;2026.02.17. 03:21;SA250060G2570055;Solplanet;ASW2500-S-G2;2025.11.26.
0000;Satoraljaujhely;HU;Satoraljaujhely, Borsod-Abauj-Zemplen, Hungary;;;;;;;;;2026.02.16. 16:48;SZ00126022270021;Solplanet;ASW12K-LT-G2;2023.06.06.
0000;Szekszard;HU;Szekszard, Tolna, Hungary;;;;;;;;;2026.02.16. 16:48;TA00336032260068;Solplanet;ASW33K-LT-G3;2024.11.28.
0000;unknow;HU;Erkel Ferenc 14, Szigetszentmiklos, Pest, Hungary;;;;;;;;;2026.02.16. 16:48;SA250060G2540019;Solplanet;ASW2500-S-G2;2026.02.16.
0000;Onga;HU;unknow;;;;;;;;;2026.02.16. 16:48;ST60006012270281;Solplanet;ASW6-T;2022.11.04.
0000;Mosonmagyarovar;HU;Hadirokkant utca 26, Mosonmagyarovar, Gyor-Moson-Sopron, Hungary;;;;;;;;;2026.02.16. 16:48;ST50006012270574;Solplanet;ASW5-T;2023.04.13.
0000;unknow;HU;Ràcz utca, Jaszbereny, Jasz-Nagykun-Szolnok, Hungary;;;;;;;;;2026.02.16. 16:48;SP00046032270735;Solplanet;ASW4K-LT-G2 Pro;2023.12.18.
0000;unknow;HU;Széchenyi utca, Debrecen, Hajdu-Bihar, Hungary;;;;;;;;;2026.02.16. 16:48;HT00506022270021;Solplanet;ASW50K-LT-G2;2024.03.25.
0000;Debrecen;HU;Debrecen, Böszörményi u. 210/B/1;;;;;;;;;2026.02.16. 16:48;SA200060G2540003;Solplanet;ASW2000-S-G2;2025.11.12.
0000;Martonvasar;HU;Ercsi;;;;;;;;;2026.02.16. 16:48;OE60006022560641;Solplanet;ASW06kH-T2;2025.12.09.
0000;Erd;HU;Fügefa u. 3. Erd, Pest, Hungary;;;;;;;;;2026.02.16. 14:35;ST60006012270226;Solplanet;ASW6-T;2023.07.20.
0000;Pecs;HU;Pecs, Baranya, Hungary;;;;;;;;;2026.02.16. 14:35;SA20006082460029;Solplanet;ASW2000-S-G2;2025.04.24.
0000;Kisvarda;HU;Szabolcsveresmart, ;;;;;;;;;2026.02.16. 14:35;SC00506092460178;Solplanet;ASW50K-LT-G3;2025.07.13.
0000;Hajdunanas;HU;103,Magyar utca Hajdunanas, Hajdu-Bihar, Hungary;;;;;;;;;2026.02.16. 14:35;SA250060G2560018;Solplanet;ASW2500-S-G2;2025.11.21.
0000;Gyongyos;HU;Gyongyos, Heves, Hungary;;;;;;;;;2026.02.16. 14:35;SA25006082440034;Solplanet;ASW2500-S-G2;2025.08.15.
0000;unknow;HU;Budapest, Kende Kanuth u. 4, 1203 Hungary;;;;;;;;;2026.02.16. 14:35;SA25006082440050;Solplanet;ASW2500-S-G2;2025.12.19.
0000;Janoshalma;HU;Deák Ferenc utca 15., Janoshalma, Bacs-Kiskun, Hungary;;;;;;;;;2026.02.16. 14:35;SA250060G2520002;Solplanet;ASW2500-S-G2;2025.07.06.
0000;Zirc;HU;Kossuth Lajos utca 52, Zirc, Vesprem, Hungary;;;;;;;;;2026.02.16. 14:35;SZ00176022270061;Solplanet;ASW17K-LT-G2;2022.10.21.
0000;Budapest Áchim András utca 131;HU;Budapest, Áchim András utca 131.;;;;;;;;;2026.02.16. 14:35;HT00306022270004;Solplanet;ASW33K-LT-G2;1970.01.01.
0000;Szekesfehervar;HU;unknow;;;;;;;;;2026.02.16. 14:35;HT00506022230038;Solplanet;ASW50K-LT-G2;2022.12.15.
3562;Onga;HU;Csokonai u.;;;;;;;;;2026.02.16. 14:35;SP00086032280788;Solplanet;ASW8K-LT-G2 Pro;2023.01.17.
0000;Aszod;HU;F? utca, Aszod, Pest, Hungary;;;;;;;;;2026.02.16. 14:35;ST001060121B0083;Solplanet;ASW10K-LT;2023.02.19.
0000;Budapest;HU;Farkashalom utca 72, Budapest, Hungary;;;;;;;;;2026.02.16. 14:35;SP000860322A0232;Solplanet;ASW8K-LT-G2 Pro;2023.04.12.
0000;unknow;HU;Kerek utca 9., Oroshaza, Bekes, Hungary;;;;;;;;;2026.02.16. 14:35;SP00106032292674;Solplanet;ASW10K-LT-G2 Pro;2023.08.04.
0000;unknow;HU;Vészt? Táncsics 23 Hungary;;;;;;;;;2026.02.16. 14:35;SP00106032291808;Solplanet;ASW10K-LT-G2 Pro;2023.09.27.
0000;Szentes;HU; Ady Endre utca 5, Nagymágocs, Csongrad, Hungary;;;;;;;;;2026.02.16. 14:35;SP000460322B0286;Solplanet;ASW4K-LT-G2 Pro;2024.03.26.
0000;unknow;HU;Tamasi, Tolna, Hungary;;;;;;;;;2026.02.16. 14:35;ST50006012410026;Solplanet;ASW5000-T;2024.06.24.
0000;unknow;HU;Eger, Heves, Hungary;;;;;;;;;2026.02.16. 14:35;ST50006012410133;Solplanet;ASW5000-T;2024.07.09.
0000;Balmazujvaros;HU;Hímes utca, Balmazujvaros, Hajdu-Bihar, Hungary;;;;;;;;;2026.02.16. 14:35;SP00046032470062;Solplanet;ASW4K-LT-G2 Pro;2025.07.24.
0000;Salgotarjan;HU;Rónai út, Salgotarjan, Nograd, Hungary;;;;;;;;;2026.02.16. 14:35;SA500060G2540291;Solplanet;ASW5000-S-G2;2025.12.13.
0000;Hatvan;HU;unknow;;;;;;;;;2026.02.16. 14:35;ST50006012150033;Solplanet;ASW5K-LT;2022.02.08.
0000;Tiszavasvári;HU;H?sök utca 8/d;;;;;;;;;2026.02.16. 14:35;SP00086032260667;Solplanet;ASW8K-LT-G2 Pro;2023.04.18.
0000;Erd;HU;15 K?m?ves utca, Erd, Pest, Hungary;;;;;;;;;2026.02.16. 14:35;SP00056032320225;Solplanet;ASW5K-LT-G2 Pro;2024.04.04.
0000;Dunaujvaros;HU;Baracs, Fejer, Hungary;;;;;;;;;2026.02.16. 14:35;ST40006012170062;Solplanet;ASW4K-LT;2024.05.15.
0000;unknow;HU;4532 Nyírtura Dózsa György utca 40Hungary;;;;;;;;;2026.02.16. 14:35;SA250060G2570054;Solplanet;ASW2500-S-G2;2025.10.24.
0000;unknow;HU;Vak Bottyán utca, Gyal, Pest, Hungary;;;;;;;;;2026.02.16. 14:35;SP00106032291768;Solplanet;ASW10K-LT-G2 Pro;2024.09.29.
0000;unknow;HU;4546 Anarcs, Ady Endre utca 35.;;;;;;;;;2026.02.16. 14:35;SP00056092430009;Solplanet;ASW5K-LT-G2 Pro;2025.12.05.
0000;unknow;HU;Budapest, Erzsébet királyné útja 112, 1142 Hungary;;;;;;;;;2026.02.16. 14:35;HT00506022280310;Solplanet;ASW50K-LT-G2;1970.01.01.
0000;Berettyoujfalu;HU;Pet?fi utca 29, Bakonszeg, Hajdu-Bihar, Hungary;;;;;;;;;2026.02.16. 14:35;SP00046092490023;Solplanet;ASW4K-LT-G2 Pro;2026.02.06.
0000;Kiskunhalas;HU;Kiskunhalas, Bacs-Kiskun, Hungary;;;;;;;;;2026.02.16. 14:35;SP001560322C0291;Solplanet;ASW15K-LT-G2 Pro;2024.03.05.
0000;unknow;HU;dr. Hadnagy Albert utca, Szekszard, Tolna, Hungary;;;;;;;;;2026.02.16. 14:35;HT00506022220036;Solplanet;ASW50K-LT-G2;2024.06.04.
0000;unknow;HU;Budakalász, Batthyány u. 38.;;;;;;;;;2026.02.16. 14:35;SA25006082460033;Solplanet;ASW2500-S-G2;2025.06.16.
0000;unknow;HU;Dunaújváros, Táborállás u. 62, 2400 Hungary;;;;;;;;;2026.02.16. 14:35;SP00106032260096;Solplanet;ASW10K-LT-G2 Pro;2023.06.29.
0000;unknow;HU;1154 , Budapest ,Baksay Sándor  utca 54 Hungary;;;;;;;;;2026.02.16. 14:35;SP00046032250162;Solplanet;ASW4K-LT-G2 Pro;2024.03.21.
0000;Budapest;HU;Ede utca, Budapest, Hungary;;;;;;;;;2026.02.16. 14:35;SP001260322A0140;Solplanet;ASW12K-LT-G2 Pro;2024.06.05.
0000;Tiszafured;HU;Tiszafured, Jasz-Nagykun-Szolnok, Hungary;;;;;;;;;2026.02.16. 14:35;SZ00106022270415;Solplanet;ASW10K-LT-G2;2024.10.28.
0000;Kecskemet;HU;Kecskemet, Bacs-Kiskun, Hungary;;;;;;;;;2026.02.16. 14:35;OE500060Y2470179;Solplanet;ASW05kH-T2;2025.03.18.
0000;unknow;HU;Jókai utca, Hodmezovasarhely, Csongrad, Hungary;;;;;;;;;2026.02.16. 14:35;SP001060322A1270;Solplanet;ASW10K-LT-G2 Pro;2025.06.24.
0000;unknow;HU;Ady Endre utca 13., Rád, Pest, Hungary;;;;;;;;;2026.02.16. 14:35;SP000560322C0047;Solplanet;ASW5K-LT-G2 Pro;2026.01.12.
0000;unknow;HU;Jurisics tér 12, Koszeg, Vas, Hungary;;;;;;;;;2026.02.16. 14:35;OE50006022550059;Solplanet;ASW05kH-T2;2026.02.12.
0000;unknow;HU;6065 Lakitelek, Kinizsi utca 4.;;;;;;;;;2026.02.16. 14:35;SP00086032270065;Solplanet;ASW8K-LT-G2 Pro;1970.01.01.
0000;Szentendre;HU;Beniczky utca, Szentendre, Pest, Hungary;;;;;;;;;2026.02.16. 14:35;SP00046032390206;Solplanet;ASW4K-LT-G2 Pro;2024.01.12.
0000;unknow;HU;6725 Csáktornyai  utca19, Szeged, Csongrad, Hungary;;;;;;;;;2026.02.16. 14:35;SP00046032470024;Solplanet;ASW4K-LT-G2 Pro;2025.03.06.
0000;unknow;HU;Boldogk?váralja, Borsod-Abauj-Zemplen, Hungary;;;;;;;;;2026.02.16. 14:35;SA25006082460050;Solplanet;ASW2500-S-G2;2025.07.25.
0000;Fonyod;HU;F? utca, Fonyod, Somogy, Hungary;;;;;;;;;2026.02.16. 14:35;OE50006022550008;Solplanet;ASW05kH-T2;2025.11.28.
0000;Tiszakecske;HU;Bajcsy Zsilinszky utca, Tiszakecske, Bacs-Kiskun, Hungary;;;;;;;;;2026.02.16. 14:35;SA250060G2540016;Solplanet;ASW2500-S-G2;2026.02.17.
0000;Dunaujvaros;HU;Ságvári Endre utca, Dunaujvaros, Fejer, Hungary;;;;;;;;;2026.02.16. 14:35;OE60006022560324;Solplanet;ASW06kH-T2;2026.02.17.
0000;Paks;HU;Dunaföldvár ,Tolna, Hungary;;;;;;;;;2026.02.16. 14:35;SP001060322A1295;Solplanet;ASW10K-LT-G2 Pro;2022.12.16.
0000;unknow;HU;Hajdusamson S.Kert Pilangó utca 18;;;;;;;;;2026.02.16. 14:35;SA250060G2570062;Solplanet;ASW2500-S-G2;2026.02.16.
0000;unknow;HU;Szèchenyi utca;;;;;;;;;2026.02.16. 14:35;SP00036092490014;Solplanet;ASW3K-LT-G2 Pro;2026.02.16.
0000;Papa;HU;Tizenegyedik utca 20, Papa, Vesprem, Hungary;;;;;;;;;2026.02.16. 14:35;OE60006022560409;Solplanet;ASW06kH-T2;2026.02.17.
0000;Dunaujvaros;HU;Béke utca, Dunaujvaros, Fejer, Hungary;;;;;;;;;2026.02.16. 14:35;OE50006022550058;Solplanet;ASW05kH-T2;2026.02.17.
8956;Gyömr?, Arany János utca 31, 2230, Pest vármegye, Magyarország;HU;Gyömr?, Arany János utca 31, 2230, Pest vármegye, Magyarország;;;;;;;;;2026.02.16. 13:00;A112500114530089;Solinteg;MHT-15K-40;2026.02.16.
8956;Úrhida, Avar Utca 10, 8142, Fejér, Hungary;HU;Úrhida, Avar Utca 10, 8142, Fejér, Hungary;;;;;;;;;2026.02.16. 12:00;A112500102430049;Solinteg;MHT-10K-25;2026.02.16.
0000;unknow;HU;Mezokovesd, Borsod-Abauj-Zemplen, Hungary;;;;;;;;;2026.02.15. 17:20;SP00106032250404;Solplanet;ASW10K-LT-G2;2022.11.04.
0000;unknow;HU;8043 Iszkaszentgyörgy, Vörösmarty Mihàly utca 2;;;;;;;;;2026.02.15. 17:20;SP000460322B0233;Solplanet;ASW4K-LT-G2 Pro;2023.04.21.
0000;Oroshaza;HU;unknow;;;;;;;;;2026.02.15. 17:20;CA00156012170036;Solplanet;ASW15K-LT;2023.01.02.
0000;Gyor;HU;Vágóhíd utca, Gyor, Gyor-Moson-Sopron, Hungary;;;;;;;;;2026.02.15. 17:20;SZ001060222A0264;Solplanet;ASW10K-LT-G2;2024.11.19.
0000;unknow;HU;Kehidakustány, Zala, Hungary;;;;;;;;;2026.02.15. 17:20;UR025K6072590071;Solplanet;ASW025K-TH;2025.12.09.
0000;Tapolca;HU;Tapolca, Vesprem, Hungary;;;;;;;;;2026.02.15. 17:20;ST40006012270654;Solplanet;ASW4-T;2023.11.17.
0000;Szentendre;HU;Pinty?ke utca, Szentendre, Pest, Hungary;;;;;;;;;2026.02.15. 17:20;SP00056032260728;Solplanet;ASW5K-LT-G2 Pro;2024.03.22.
0000;unknow;HU;4327Pócspetr Kállósemjéni út19;;;;;;;;;2026.02.15. 17:20;ST50006012410160;Solplanet;ASW5000-T;2024.10.12.
0000;unknow;HU;Ábrahámhegy, Kereszt utca;;;;;;;;;2026.02.15. 17:20;ST50006012260302;Solplanet;ASW5-T;2023.03.11.
0000;Gardony;HU;Gardony, Fejer, Hungary;;;;;;;;;2026.02.15. 17:20;SP001060322A1144;Solplanet;ASW10K-LT-G2 Pro;2023.04.25.
0000;Tiszaujvaros;HU;Tiszaujvaros, Borsod-Abauj-Zemplen, Hungary;;;;;;;;;2026.02.15. 17:20;ST30006012270784;Solplanet;ASW3-T;2024.08.16.
0000;unknow;HU;Rákóczi Ferenc utca, Miskolc, Borsod-Abauj-Zemplen, Hungary;;;;;;;;;2026.02.15. 17:20;SA20006082460004;Solplanet;ASW2500-S;2025.10.27.
0000;Koszeg;HU;9727 Bozsok, Rákóczi utca 115.;;;;;;;;;2026.02.15. 17:20;OE60006022560647;Solplanet;ASW06kH-T2;2026.01.22.
0000;unknow;HU;Csalogány utca, Budakeszi, Pest, Hungary;;;;;;;;;2026.02.15. 17:20;TA00306092430008;Solplanet;ASW 30K-LT-G3;2024.10.14.
0000;Tapolca;HU;Tapolca, Vesprem, Hungary;;;;;;;;;2026.02.15. 17:20;SA25006082440013;Solplanet;ASW2500-S-G2;2025.08.18.
0000;unknow;HU;Duna utca, Erd, Pest, Hungary;;;;;;;;;2026.02.15. 17:20;HT00506022280184;Solplanet;ASW50K-LT-G2;2022.11.28.
0000;Csurgo;HU;Rákoczi utca 43.,Somogyudvarhely, Somogy, Hungary;;;;;;;;;2026.02.15. 17:20;SZ001060222A0189;Solplanet;ASW10K-LT-G2;2023.05.25.
0000;Szentendre;HU;F? utca, Visegrád , Pest, Hungary;;;;;;;;;2026.02.15. 17:20;SP00086032260795;Solplanet;ASW8K-LT-G2 Pro;2023.08.04.
0000;unknow;HU;Várkonyi utca, Nagykoros, Pest, Hungary;;;;;;;;;2026.02.15. 17:20;SP00106032260376;Solplanet;ASW10K-LT-G2 Pro;2023.09.12.
0000;Tapolca;HU;Tapolca, Vesprem, Hungary;;;;;;;;;2026.02.15. 17:20;SP00046032440026;Solplanet;ASW4K-LT-G2 Pro;2025.03.04.
0000;Esztergom;HU;Esztergom, Komarom-Esztergom, Hungary;;;;;;;;;2026.02.15. 17:20;SA25006082460086;Solplanet;ASW2500-S-G2;2025.12.01.
0000;Szeged;HU;F? utca 123/A, Röszke, Csongrad, Hungary;;;;;;;;;2026.02.15. 17:20;SP00036032261552;Solplanet;ASW3K-LT-G2 Pro;2023.10.03.
0000;Varpalota;HU;Ladányi út, Varpalota, Vesprem, Hungary;;;;;;;;;2026.02.15. 17:20;SZ000860222B0223;Solplanet;ASW13K-LT-G2 Pro;2023.06.17.
0000;unknow;HU;Rákóczi utca45.Adony, Fejer, Hungary;;;;;;;;;2026.02.15. 17:20;CA00156012190011;Solplanet;ASW15K-LT;2023.07.21.
0000;unknow;HU;4935 Gelénes Kossuth út 76Vasarosnameny, Szabolcs-Szatmar-Bereg, Hungary;;;;;;;;;2026.02.15. 17:20;SP00046092430066;Solplanet;ASW4K-LT-G2 Pro;2024.09.02.
0000;unknow;HU;Miskolc, Mária utca 63;;;;;;;;;2026.02.15. 17:20;SP001760H2470005;Solplanet;ASW17K-LT-G2 Pro;2025.02.06.
0000;Miskolc;HU;Miskolc;;;;;;;;;2026.02.15. 17:20;SZ00086022260212;Solplanet;ASW8K-LT-G2;2025.04.08.
0000;unknow;HU;Mindszent, Hársfa 21, Csongrad, Hungary;;;;;;;;;2026.02.15. 17:20;SA200060G2510003;Solplanet;ASW2000-S-G2;2025.08.28.
0000;Debrecen;HU;Debrecen Tégláskert u. 34.;;;;;;;;;2026.02.15. 17:20;PB50006012560222;Solplanet;ASW5000H-S2;2025.09.23.
0000;unknow;HU;Bocskai utca, Balmazujvaros, Hajdu-Bihar, Hungary;;;;;;;;;2026.02.15. 17:20;HT005060222B0044;Solplanet;ASW50K-LT-G2;2024.03.27.
0000;Hajduszoboszlo;HU;Lukács Dénes utca, Hajduszoboszlo, Hajdu-Bihar, Hungary;;;;;;;;;2026.02.15. 17:20;ST500060121B0213;Solplanet;ASW5K-LT;2023.04.04.
0000;Budapest;HU;Küküll? utca 10, Budapest, Hungary;;;;;;;;;2026.02.15. 17:20;SP00086032250470;Solplanet;ASW8K-LT-G2;2024.08.21.
0000;unknow;HU;Rauscher Miksa utca 34/B, Szombathely, Vas, Hungary;;;;;;;;;2026.02.15. 06:20;SA200060G2550011;Solplanet;ASW2000-S-G2;2022.10.27.
0000;Godollo;HU;Csömör Sas utca 2;;;;;;;;;2026.02.15. 04:43;OE50006022550147;Solplanet;ASW05kH-T2;2026.02.13.
0000;Budapest;HU;Jánoshida utca 7, Budapest, Hungary;;;;;;;;;2026.02.15. 04:43;ST50006012260745;Solplanet;ASW5-T;2023.01.19.
0000;Godollo;HU;2141 Csömör, Mez? utca 29.;;;;;;;;;2026.02.15. 04:43;SA500060G2570009;Solplanet;ASW5000-S-G2;2025.10.21.
0000;unknow;HU;Kiss Ern? utca, Ibrany, Szabolcs-Szatmar-Bereg, Hungary;;;;;;;;;2026.02.15. 04:43;ST40006012180250;Solplanet;ASW4K-LT;2026.02.13.
0000;Dunaharaszti;HU;unknow;;;;;;;;;2026.02.15. 04:43;ST60006012230086;Solplanet;ASW6-T;2022.06.19.
0000;Jaszbereny;HU;Tompa Mihály u.6,Jászboldogháza , Jasz-Nagykun-Szolnok, Hungary;;;;;;;;;2026.02.15. 04:43;SP000360H2470066;Solplanet;ASW3K-LT-G2 Pro;2025.09.08.
0000;unknow;HU;Uj u. 7;;;;;;;;;2026.02.15. 04:43;ST400060121B0127;Solplanet;ASW4K-LT;2023.01.12.
0000;unknow;HU;4300 Nyírbátor Almáskert 12;;;;;;;;;2026.02.15. 04:43;ST00086012270174;Solplanet;ASW8-T;2023.07.04.
0000;Sarospatak;HU;Sarospatak, Borsod-Abauj-Zemplen, Hungary;;;;;;;;;2026.02.15. 04:43;SZ00206022270061;Solplanet;ASW20K-LT-G2;2023.08.01.
0000;unknow;HU;Alsózsolca 3571 Rákóczi út 37;;;;;;;;;2026.02.15. 04:43;ST40006012270345;Solplanet;ASW4-T;2023.09.08.
0000;unknow;HU;4241 Hajdúszovát Hunyadi Mágyás utca 37 Hungary;;;;;;;;;2026.02.15. 04:43;SA250060G2560002;Solplanet;ASW2500-S-G2;2026.01.28.
0000;Debrecen;HU;Berta 5 utca, Debrecen, Hajdu-Bihar, Hungary;;;;;;;;;2026.02.15. 04:43;OE60006022560282;Solplanet;ASW06kH-T2;2026.02.01.
0000;unknow;HU;Pet?fi Sándor utca, Szekesfehervar, Fejer, Hungary;;;;;;;;;2026.02.15. 04:43;OE012K60Z2540513;Solplanet;ASW12kH-T3;2026.02.13.
0000;unknow;HU;Salgotarjan, Nograd, Hungary;;;;;;;;;2026.02.15. 04:43;SZ00106022290195;Solplanet;ASW10K-LT-G2;2023.02.09.
0000;unknow;HU;Szeghalom, Vörösmarty u. 38, 5520 Hungary;;;;;;;;;2026.02.15. 04:43;SP00056032320010;Solplanet;ASW5K-LT-G2 Pro;2024.02.17.
0000;unknow;HU;Róka Zug 7/B, Nyiregyhaza, Szabolcs-Szatmar-Bereg, Hungary;;;;;;;;;2026.02.15. 04:43;SP00056032470132;Solplanet;ASW5K-LT-G2 Pro;2024.11.03.
0000;unknow;HU;Acsádi út, Debrecen, Hajdu-Bihar, Hungary;;;;;;;;;2026.02.15. 04:43;SP000360H2430044;Solplanet;ASW3K-LT-G2 Pro;2025.02.12.
0000;Balatonfured;HU;8226 Alsóörs, Séd köz 1.;;;;;;;;;2026.02.15. 04:43;OE500060Y2540044;Solplanet;ASW05kH-T2;2025.10.15.
0000;Jaszapati;HU;Berente utca, Jaszapati, Jasz-Nagykun-Szolnok, Hungary;;;;;;;;;2026.02.15. 04:43;SA200060G2540008;Solplanet;ASW2000-S-G2;2026.02.14.
0000;Erd;HU;Mecset utca, Erd, Pest, Hungary;;;;;;;;;2026.02.15. 04:43;OE012K60U2440058;Solplanet;ASW12kH-T2;2026.02.14.
0000;unknow;HU;Kazincbarcika, Borsod-Abauj-Zemplen, Hungary;;;;;;;;;2026.02.15. 04:43;ST50006012270545;Solplanet;ASW5-T;2023.10.04.
0000;unknow;HU;Szögliget Dózsa György utca 4;;;;;;;;;2026.02.15. 04:43;SP00056032420251;Solplanet;ASW5K-LT-G2 Pro;2024.04.18.
0000;unknow;HU;Kiskunfélegyhaza, Bacs-Kiskun, Hungary;;;;;;;;;2026.02.15. 04:43;SP00106092460513;Solplanet;ASW10K-LT-G2 Pro;2025.03.07.
0000;unknow;HU;Tengelic, Tolna, Hungary;;;;;;;;;2026.02.15. 04:43;SA250060G2570040;Solplanet;ASW2500-S-G2;2025.10.27.
0000;Budapest;HU;Andocs utca, Budapest, Hungary;;;;;;;;;2026.02.15. 04:43;SA25006082440105;Solplanet;ASW2500-S-G2;2026.02.14.
0000;unknow;HU;8623 Balatonföldvár, Rét utca 14.;;;;;;;;;2026.02.15. 04:43;OE800060Z2550089;Solplanet;ASW08kH-T3;2026.02.13.
0000;Gyor;HU;Kajárpéc, Kapus utca 3;;;;;;;;;2026.02.15. 04:43;OE50006022550162;Solplanet;ASW05kH-T2;2026.02.14.
0000;Satoraljaujhely;HU;Satoraljaujhely, Borsod-Abauj-Zemplen, Hungary;;;;;;;;;2026.02.15. 04:43;SP00046092460005;Solplanet;ASW4K-LT-G2 Pro;2025.06.13.
0000;unknow;HU;Gyepszél utca, Gyor, Gyor-Moson-Sopron, Hungary;;;;;;;;;2026.02.15. 04:43;SC005060H2540132;Solplanet;ASW50K-LT-G3;2025.08.31.
0000;Dunaujvaros;HU;2427 Baracs Vasút utca 7;;;;;;;;;2026.02.15. 04:43;SA20006082430022;Solplanet;ASW2000-S-G2;2022.10.31.
0000;Martonvasar;HU;Baracska, Széchenyi utca 49;;;;;;;;;2026.02.15. 04:43;SA25006082460079;Solplanet;ASW2500-S-G2;2025.09.05.
0000;Bekescsaba;HU;Madarász László utca, Bekescsaba, Bekes, Hungary;;;;;;;;;2026.02.15. 04:43;PB50006012560249;Solplanet;ASW5000H-S2;2025.10.17.
0000;Mezokovesd;HU;3423 Tibolddaróc Mikes Kelemen u. 1;;;;;;;;;2026.02.15. 04:43;SA400060G2560067;Solplanet;ASW4000-S-G2;2025.11.01.
0000;Szentes;HU;Szentes, Csongrad, Hungary;;;;;;;;;2026.02.15. 04:43;SA200060G2540013;Solplanet;ASW2000-S-G2;2025.12.16.
0000;Sarbogard;HU;Sarbogard, Fejer, Hungary;;;;;;;;;2026.02.15. 04:43;OE012K60Z24A0045;Solplanet;ASW12kH-T3;2026.02.11.
0000;Zalaegerszeg;HU;Zalaegerszeg, Peteli-Hegyi út 38, 8900 Hungary;;;;;;;;;2026.02.15. 04:43;SA250060G2460009;Solplanet;ASW2500-S-G2;2025.04.10.
0000;unknow;HU;Mezocsat, 3450 Szent István út 77;;;;;;;;;2026.02.15. 04:43;SA25006082460076;Solplanet;ASW2500-S-G2;2025.10.30.
0000;Kazincbarcika;HU;Kazincbarcika, Borsod-Abauj-Zemplen, Hungary;;;;;;;;;2026.02.15. 04:43;SA25006082460009;Solplanet;ASW2500-S-G2;2025.09.20.
0000;Sopron;HU;Pinnye;;;;;;;;;2026.02.15. 04:43;SZ00156022180193;Solplanet;ASW15K-LT;2022.09.20.
0000;Miskolc;HU;unknow;;;;;;;;;2026.02.15. 04:43;ST60006012230188;Solplanet;ASW6-T;2022.10.19.
0000;Kecskemet;HU;Kecskemet, Bacs-Kiskun, Hungary;;;;;;;;;2026.02.15. 04:43;SZ00106022230666;Solplanet;ASW10K-LT-G2;2023.01.13.
0000;Kiskoros District;HU;Fülöpszállás, Arany János u. 4, 6085 Hungary;;;;;;;;;2026.02.15. 04:43;SZ001060222B1718;Solplanet;ASW 10K LT-G2;2023.04.19.
0000;unknow;HU;Fàbiàn József utca 5, Alsó?rs, Vesprem, Hungary;;;;;;;;;2026.02.15. 04:43;SP00086032260472;Solplanet;ASW8K-LT-G2 Pro;2023.07.19.
